# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2018-03-03T06:00:00+00:00,2.3.1,regular,standard,nawabari,fujitsubo,180,bravo,FALSE,splatroller,5,4,1,5,1,628,,26,sputtery_hue,5,5,0,2,3,991,,80,quadhopper_black,1,1,0,6,2,703,,51,maneuver,4,4,0,3,1,681,,10,liter4k_custom,6,5,1,3,5,888,,78,52gal,7,7,0,4,2,848,,28,splatcharger,4,3,1,2,2,797,,43,quadhopper_black,1,1,0,5,1,610,,20
2018-03-03T06:00:00+00:00,2.3.1,regular,standard,nawabari,fujitsubo,180,alpha,FALSE,splatroller,7,6,1,5,0,547,,26,soytuber_custom,6,4,2,2,3,966,,78,promodeler_mg,3,2,1,3,1,932,,20,maneuver,3,0,3,4,2,699,,10,dualsweeper,3,3,0,5,2,925,,16,splatcharger,6,4,2,0,2,793,,43,52gal,6,5,1,5,2,771,,28,sputtery_hue,1,1,0,3,1,0,,80
2018-03-03T06:00:00+00:00,2.3.1,regular,standard,nawabari,hokke,180,alpha,FALSE,splatroller,10,9,1,4,1,793,,26,soytuber_custom,5,4,1,2,3,1015,,78,nzap85,12,6,6,4,2,869,,16,splatcharger,3,3,0,2,2,645,,43,promodeler_mg,0,0,0,6,0,784,,20,52gal,5,4,1,6,2,749,,28,hissen,7,5,2,5,0,677,,70,maneuver,3,3,0,5,1,665,,10
2018-03-03T06:00:00+00:00,2.3.1,regular,standard,nawabari,fujitsubo,180,alpha,FALSE,splatroller,9,9,0,2,2,651,,26,nzap89,3,3,0,1,4,899,,30,hokusai_hue,9,5,4,1,3,842,,41,heromaneuver_replica,6,4,2,3,1,624,,56,quadhopper_black,2,2,0,5,1,808,,48,bold,3,3,0,5,2,745,,44,quadhopper_black,3,2,1,5,1,660,,38,quadhopper_black,0,0,0,7,1,604,,20
2018-03-03T06:00:00+00:00,2.3.1,regular,standard,nawabari,hokke,180,bravo,FALSE,splatroller,4,4,0,7,0,450,,26,bold,4,4,0,5,3,1184,,44,quadhopper_black,1,1,0,4,2,896,,20,quadhopper_black,7,5,2,7,0,673,,38,nzap89,9,6,3,2,3,905,,30,hokusai,7,5,2,2,2,883,,48,hokusai_hue,11,7,4,4,2,787,,41,heromaneuver_replica,7,5,2,6,1,654,,56
2018-03-03T06:00:00+00:00,2.3.1,regular,standard,nawabari,hokke,180,bravo,FALSE,pablo,1,1,0,3,1,459,,26,bold,5,4,1,6,3,1112,,44,hokusai,8,8,0,3,1,906,,48,nzap89,0,0,0,0,0,0,,30,quadhopper_black,5,5,0,3,1,889,,38,heromaneuver_replica,6,5,1,3,2,758,,56,hokusai,3,1,2,3,0,653,,62,pablo_hue,3,1,2,4,1,603,,44
2018-03-03T06:00:00+00:00,2.3.1,regular,standard,nawabari,fujitsubo,180,alpha,FALSE,splatroller,8,8,0,5,1,622,,26,promodeler_mg,5,2,3,3,5,1319,,78,hokusai,2,2,0,3,1,814,,62,52gal_deco,4,3,1,3,1,611,,41,nzap85,9,6,3,2,4,1110,,64,sputtery_hue,3,2,1,4,2,898,,37,quadhopper_black,3,2,1,5,1,625,,51,screwslosher_neo,5,4,1,4,2,586,,82
2018-03-03T06:00:00+00:00,2.3.1,regular,standard,nawabari,hokke,180,alpha,FALSE,splatroller,9,9,0,6,1,568,,26,nzap85,15,8,7,1,3,959,,64,sputtery_hue,6,3,3,2,3,924,,37,sputtery_hue,4,3,1,2,3,789,,33,hokusai_hue,5,5,0,6,3,789,,51,promodeler_mg,3,3,0,6,1,730,,33,parashelter,3,1,2,5,1,632,,47,maneuver,4,2,2,6,1,470,,8
2018-03-03T10:00:00+00:00,2.3.1,regular,standard,nawabari,tachiuo,180,bravo,FALSE,splatroller,2,2,0,6,0,384,,26,sputtery_hue,1,1,0,4,3,980,,31,momiji,3,3,0,4,3,946,,61,promodeler_mg,2,1,1,7,1,751,,35,bold,4,3,1,1,3,1103,,60,bold,3,2,1,2,3,968,,49,sshooter,7,5,2,0,2,863,,57,splatroller,11,11,0,4,2,688,,32
2018-03-03T10:00:00+00:00,2.3.1,regular,standard,nawabari,battera,180,bravo,FALSE,splatroller,5,4,1,5,1,664,,26,sharp,3,3,0,5,2,1091,,25,bold,1,0,1,6,1,916,,60,bold,3,3,0,6,1,824,,49,momiji,9,7,2,2,3,1275,,61,nzap89,5,4,1,3,3,877,,49,sputtery_hue,5,3,2,3,3,870,,31,quadhopper_black,12,8,4,2,2,720,,70
2018-03-03T10:00:00+00:00,2.3.1,regular,standard,nawabari,tachiuo,180,alpha,FALSE,splatroller,4,4,0,4,1,488,,26,bold,6,6,0,2,3,1117,,49,nzap89,3,3,0,3,3,794,,49,momiji,0,0,0,4,2,777,,61,sputtery_hue,2,1,1,4,2,901,,31,bold,5,5,0,5,2,795,,60,dynamo_tesla,4,3,1,4,2,715,,25,jetsweeper_custom,4,4,0,2,3,667,,34
2018-03-03T10:00:00+00:00,2.3.1,regular,standard,nawabari,battera,180,bravo,FALSE,splatroller,4,4,0,4,1,615,,26,wakaba,1,0,1,5,3,1097,,2,bold,3,3,0,3,3,994,,60,jetsweeper_custom,1,1,0,2,3,781,,34,promodeler_mg,2,1,1,3,3,1058,,43,quadhopper_black,2,0,2,1,4,912,,32,nzap89,5,4,1,1,4,900,,49,splatroller,9,9,0,3,2,817,,66
2018-03-03T10:00:00+00:00,2.3.1,regular,standard,nawabari,battera,180,bravo,FALSE,wakaba,3,1,2,3,2,728,,26,promodeler_rg,2,1,1,2,4,1176,,76,quadhopper_black,2,2,0,7,1,787,,39,momiji,2,2,0,5,1,718,,32,bold,3,3,0,2,4,1216,,60,splatroller,12,12,0,2,3,964,,66,jetsweeper_custom,2,1,1,1,3,887,,34,clashblaster,1,1,0,1,1,0,,49
2018-03-03T10:00:00+00:00,2.3.1,regular,standard,nawabari,battera,180,alpha,FALSE,splatroller,7,7,0,5,0,615,,26,sshooter,6,5,1,1,3,1177,,47,wakaba,4,1,3,2,3,936,,76,splatroller,2,2,0,3,1,586,,66,momiji,4,4,0,5,2,1115,,28,liter4k_scope,6,6,0,1,3,909,,53,sputtery,0,0,0,7,1,680,,41,jetsweeper_custom,3,1,2,3,2,627,,34
2018-03-03T10:00:00+00:00,2.3.1,regular,standard,nawabari,tachiuo,180,alpha,FALSE,splatroller,5,5,0,3,2,624,,26,sshooter,3,3,0,1,3,933,,47,sputtery,4,4,0,0,1,767,,27,splatroller,5,3,2,3,1,746,,66,sputtery,2,2,0,6,2,775,,41,pablo_hue,0,0,0,5,2,724,,74,nzap89,2,2,0,4,1,627,,62,jetsweeper_custom,3,3,0,0,2,593,,34
2018-03-03T12:00:00+00:00,2.3.1,regular,standard,nawabari,zatou,180,bravo,FALSE,splatroller,8,6,2,3,2,754,,26,quadhopper_black,5,5,0,2,4,1101,,42,hokusai_hue,10,9,1,1,4,1020,,41,maneuver_collabo,2,1,1,6,1,640,,19,momiji,4,2,2,5,3,1010,,45,splatroller,6,6,0,3,2,886,,39,sputtery_hue,0,0,0,7,2,875,,65,52gal_deco,4,4,0,6,0,819,,49
