# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2017-10-26T02:00:00+00:00,1.4.1,gachi,standard,yagura,ama,300,bravo,FALSE,dualsweeper,6,3,3,11,2,738,a-,35,splatroller_collabo,15,15,0,7,4,967,a+,42,clashblaster,16,12,4,8,2,874,a+,36,pablo,6,5,1,7,4,0,a,43,prime,15,10,5,8,3,1058,a+,32,maneuver_collabo,14,11,3,12,0,872,a-,21,carbon,5,3,2,9,1,555,a-,24,carbon,11,8,3,6,5,1152,a+,40
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,ama,300,alpha,FALSE,clashblaster,10,5,5,7,4,592,a-,35,nzap85,18,16,2,8,2,1146,a+,44,splatroller_collabo,4,4,0,7,4,629,c+,32,carbon,11,10,1,10,3,838,b,34,prime_collabo,12,9,3,12,2,717,b-,39,bold,9,8,1,11,1,1091,b-,33,promodeler_mg,11,6,5,7,4,1043,a-,26,liter4k_custom,9,9,0,5,4,649,a,37
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,manta,74,bravo,TRUE,clashblaster,0,0,0,3,0,140,a-,35,liter4k,1,1,0,3,0,301,a,26,nzap85,0,0,0,4,0,169,a+,44,carbon,0,0,0,3,0,192,a-,31,carbon,2,1,1,0,1,167,a-,26,campingshelter,1,0,1,1,1,255,a,37,wakaba,8,5,3,0,3,525,s+,50,dualsweeper,7,7,0,0,3,596,s+,50
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,manta,88,alpha,TRUE,clashblaster,5,5,0,3,0,229,a-,35,liter4k,3,1,2,1,2,466,a,26,carbon,8,5,3,0,2,336,a-,31,nzap85,4,1,3,1,1,392,a+,44,carbon,0,0,0,3,0,203,b-,24,maneuver,2,2,0,3,1,325,b-,27,promodeler_mg,2,2,0,2,1,488,b-,24,campingshelter,1,1,0,4,0,255,b-,32
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,ama,300,bravo,FALSE,clashblaster,15,12,3,12,1,625,a-,35,nzap85,11,9,2,13,0,811,a+,44,prime_collabo,9,5,4,11,1,922,b+,36,rapid,8,4,4,12,1,796,a-,50,splatroller_collabo,15,13,2,8,2,664,b-,13,screwslosher,6,5,1,9,3,690,c+,18,hokusai,31,24,7,7,3,1174,s+,50,liter4k,8,6,2,6,4,1023,s+,48
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,manta,300,bravo,FALSE,clashblaster,9,7,2,9,2,538,a-,35,wakaba,10,8,2,8,4,1136,a+,50,momiji,7,2,5,8,4,1085,b+,38,nzap85,13,10,3,11,1,719,a+,44,squiclean_a,10,6,4,8,2,466,b-,23,splatscope_collabo,6,4,2,9,2,584,b,26,longblaster,15,11,4,7,3,862,s+,42,liter4k_scope,15,15,0,3,5,1466,s+,50
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,ama,302,alpha,FALSE,clashblaster,8,6,2,8,2,516,a-,35,nzap85,23,15,8,8,2,889,a+,44,barrelspinner_deco,13,7,6,4,5,800,s,50,nzap85,22,14,8,8,3,1104,a,49,nzap85,9,6,3,9,6,1282,a,50,heroroller_replica,3,3,0,13,1,497,b,39,screwslosher,14,10,4,10,1,786,s,50,screwslosher,17,9,8,10,1,828,s+,50
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,manta,315,alpha,FALSE,clashblaster,8,5,3,11,1,435,a-,35,hokusai,14,13,1,6,5,956,b-,45,screwslosher,14,10,4,5,1,867,a,44,nzap85,24,17,7,8,3,964,a+,44,sshooter_collabo,11,8,3,13,0,630,b,30,sshooter_collabo,7,7,0,9,3,854,b+,42,nzap85,8,7,1,12,1,805,b,34,splatcharger,10,8,2,11,0,822,a-,36
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,ama,240,alpha,TRUE,clashblaster,16,11,5,5,1,524,a-,35,nzap85,14,13,1,6,3,679,a+,44,momiji,13,6,7,8,2,638,b,34,splatcharger,5,3,2,4,1,724,a-,36,maneuver,13,11,2,6,2,596,b-,24,bold,2,1,1,9,1,581,c+,20,splatroller,5,4,1,10,2,529,c+,22,sputtery,8,7,1,8,2,787,b-,27
2017-10-26T04:00:00+00:00,1.4.1,gachi,squad_2,yagura,manta,81,alpha,TRUE,clashblaster,7,3,4,1,0,192,a-,35,nzap85,7,3,4,2,1,268,a+,44,splatroller,5,5,0,0,2,344,b,34,prime_collabo,4,4,0,3,0,309,a-,36,bold,3,2,1,3,1,269,c+,20,nzap85,2,2,0,3,0,410,b+,25,promodeler_mg,2,1,1,4,0,209,b-,25,splatroller,1,1,0,5,0,146,c+,22
