# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2019-04-07T12:00:00+00:00,4.6.0,gachi,standard,yagura,battera,316,bravo,FALSE,dualsweeper_custom,12,8,4,10,3,1248,a-,159,prime_becchu,8,7,1,10,3,945,a-,44,heroroller_replica,15,15,0,11,2,893,a,104,promodeler_mg,9,5,4,10,6,1443,a-,336,sputtery_clear,11,5,6,11,0,820,a,66,96gal,11,6,5,12,3,834,a-,44,hissen_hue,19,17,2,7,7,1539,a-,83,prime_becchu,20,13,7,5,5,1233,a,76
2019-04-08T18:00:00+00:00,4.6.0,regular,standard,nawabari,manta,180,bravo,FALSE,wakaba,3,1,2,2,3,799,,51,furo,4,2,2,3,3,988,,41,promodeler_mg,2,1,1,5,2,880,,23,promodeler_pg,6,5,1,4,3,938,,112,heroshelter_replica,4,3,1,3,3,881,,94,promodeler_rg,5,2,3,1,4,1386,,53,clashblaster_neo,6,4,2,3,2,633,,45,bucketslosher_soda,5,5,0,2,2,891,,86
2019-04-08T18:00:00+00:00,4.6.0,regular,standard,nawabari,devon,180,bravo,FALSE,nzap83,1,1,0,6,2,792,,51,promodeler_mg,1,1,0,7,3,984,,23,promodeler_pg,5,5,0,4,4,1184,,112,bucketslosher_soda,9,7,2,7,0,724,,86,l3reelgun_d,7,6,1,4,2,851,,94,furo,5,3,2,3,2,807,,41,promodeler_rg,6,6,0,2,4,1312,,53,bold,11,9,2,5,3,1166,,45
2019-04-08T18:00:00+00:00,4.6.0,regular,standard,nawabari,devon,180,bravo,FALSE,nzap83,1,1,0,6,3,965,,51,furo,1,0,1,1,4,1104,,41,splatcharger,2,2,0,7,1,536,,53,hokusai_hue,6,6,0,4,3,818,,126,promodeler_mg,6,4,2,4,3,938,,23,promodeler_pg,5,3,2,2,2,952,,112,dualsweeper_custom,10,9,1,1,3,927,,86,momiji,3,2,1,2,3,884,,28
2019-04-08T18:00:00+00:00,4.6.0,regular,standard,nawabari,devon,180,bravo,FALSE,nzap83,3,3,0,7,2,804,,51,promodeler_pg,5,4,1,4,3,1126,,112,hokusai_hue,7,4,3,5,1,603,,126,momiji,2,2,0,7,3,973,,28,furo,8,6,2,1,3,930,,41,promodeler_mg,4,3,1,5,2,896,,23,dualsweeper_custom,7,7,0,2,3,1078,,86,prime,8,7,1,5,2,665,,53
2019-04-08T22:00:00+00:00,4.6.0,regular,standard,nawabari,hakofugu,180,bravo,,splatroller,4,3,1,0,3,830,,80,hokusai,4,3,1,2,3,853,,51,liter4k,6,5,1,2,3,789,,63,hokusai,3,3,0,5,0,438,,13,momiji,1,0,1,1,3,864,,58,bold_neo,2,1,1,4,2,844,,22,sputtery_clear,1,1,0,4,2,709,,31,hokusai_becchu,7,7,0,5,2,649,,134
2019-04-08T22:00:00+00:00,4.6.0,regular,standard,nawabari,hakofugu,180,bravo,,splatroller,7,7,0,4,2,733,,80,bold,3,3,0,4,2,721,,52,sputtery_clear,4,3,1,4,1,608,,37,carbon_deco,2,2,0,4,1,582,,44,nzap83,6,6,0,4,2,866,,21,bold,2,2,0,4,2,747,,37,bold_neo,5,5,0,4,1,648,,26,squiclean_g,3,3,0,3,1,408,,107
2019-04-09T10:00:00+00:00,4.6.0,gachi,standard,asari,hakofugu,320,bravo,FALSE,prime_becchu,7,6,1,8,2,845,x,151,splatspinner,9,8,1,8,4,1039,x,106,bucketslosher_soda,6,5,1,11,2,868,x,187,splatscope_becchu,11,9,2,5,5,1136,x,295,kugelschreiber_hue,13,8,5,7,2,938,x,117,kelvin525_deco,8,8,0,8,2,667,x,121,bold_7,7,7,0,7,2,953,x,97,explosher_custom,14,9,5,6,2,1151,x,134
2019-04-09T10:00:00+00:00,4.6.0,gachi,standard,asari,hakofugu,66,bravo,TRUE,prime_becchu,0,0,0,3,0,194,x,151,kugelschreiber_hue,0,0,0,3,0,192,x,117,longblaster_necro,1,1,0,1,1,290,x,108,pablo_hue,1,1,0,2,0,285,x,254,splatspinner,6,5,1,0,1,428,x,167,nzap85,5,3,2,1,1,323,x,159,splatscope_becchu,1,1,0,0,1,245,x,295,dynamo_becchu,0,0,0,1,0,226,x,90
2019-04-09T10:00:00+00:00,4.6.0,gachi,standard,asari,hakofugu,320,alpha,FALSE,prime_becchu,8,7,1,8,2,892,x,151,nzap85,7,3,4,9,3,1142,x,257,kugelschreiber_hue,13,8,5,7,3,1106,x,285,bucketslosher_soda,15,13,2,11,3,1043,x,164,prime_collabo,11,10,1,7,4,1019,x,194,hydra_custom,15,9,6,8,2,753,x,260,barrelspinner_remix,13,10,3,6,3,1177,x,221,spygadget_becchu,10,6,4,10,1,996,x,125
