# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2018-02-04T08:00:00+00:00,2.2.1,regular,standard,nawabari,hakofugu,180,bravo,,maneuver,0,0,0,8,0,516,,38,bold,3,3,0,5,2,779,,44,splatcharger,2,1,1,1,2,614,,64,liter4k_scope_custom,1,1,0,5,1,477,,49,dualsweeper,8,6,2,1,3,903,,36,maneuver,5,4,1,1,4,844,,51,splatroller,7,7,0,3,2,656,,61,liter4k,3,2,1,0,2,522,,49
2018-02-04T08:00:00+00:00,2.2.1,regular,standard,nawabari,tachiuo,180,alpha,,maneuver,2,2,0,3,2,687,,38,sputtery_hue,0,0,0,3,2,733,,46,bold,2,2,0,5,1,647,,44,dynamo,3,3,0,2,2,637,,49,splatroller,7,6,1,3,0,682,,61,liter4k,5,3,2,2,2,673,,49,splatcharger,3,3,0,1,2,647,,64,liter4k_scope_custom,3,1,2,3,1,353,,49
2018-02-04T08:00:00+00:00,2.2.1,regular,standard,nawabari,tachiuo,180,alpha,,maneuver,1,1,0,5,1,631,,38,bold,4,4,0,2,2,810,,52,maneuver,1,1,0,1,2,723,,46,liter4k_scope,4,4,0,1,2,703,,49,liter4k_scope,1,1,0,0,3,730,,33,splatcharger,6,4,2,1,3,701,,64,bold,3,2,1,5,1,638,,44,liter4k,3,2,1,4,1,427,,49
2018-02-04T08:00:00+00:00,2.2.1,regular,standard,nawabari,hakofugu,180,alpha,,maneuver,8,8,0,2,3,778,,38,bold,1,1,0,1,2,873,,52,liter4k,2,1,1,1,3,819,,49,splatcharger,2,2,0,1,3,724,,64,liter4k_scope,0,0,0,0,3,1128,,49,nzap85,2,1,1,4,2,740,,46,bold,2,2,0,7,1,680,,44,splatscope,2,2,0,1,3,619,,33
2018-02-04T08:00:00+00:00,2.2.1,regular,standard,nawabari,tachiuo,180,bravo,,maneuver,1,1,0,4,2,620,,38,liter4k_scope,2,2,0,0,3,785,,49,bottlegeyser,4,4,0,1,3,660,,45,splatcharger,1,1,0,2,2,542,,64,bold,2,2,0,3,2,888,,46,promodeler_rg,1,1,0,2,1,687,,98,splatroller,2,2,0,2,1,659,,49,splatscope,1,1,0,1,1,369,,33
2018-03-04T12:00:00+00:00,2.3.1,regular,standard,nawabari,bbass,180,bravo,,maneuver,2,2,0,5,2,778,,39,bold,2,2,0,4,2,1034,,40,heromaneuver_replica,3,3,0,6,1,560,,40,wakaba,0,0,0,0,2,0,,49,wakaba,7,3,4,1,4,1217,,57,heroroller_replica,2,2,0,2,2,730,,51,splatcharger,3,2,1,2,2,614,,33,clashblaster,9,8,1,2,0,612,,46
2018-03-04T12:00:00+00:00,2.3.1,regular,standard,nawabari,bbass,180,bravo,,maneuver,3,3,0,2,3,781,,39,bold,2,0,2,5,3,977,,85,maneuver_collabo,3,3,0,1,3,783,,44,hotblaster,5,4,1,0,1,672,,67,bold,2,2,0,3,2,1192,,40,sharp,2,0,2,0,2,807,,44,heroroller_replica,2,1,1,3,3,751,,51,clashblaster,5,5,0,4,1,437,,40
2018-03-04T12:00:00+00:00,2.3.1,regular,standard,nawabari,bbass,180,bravo,,maneuver,5,4,1,5,1,725,,39,bold,1,1,0,3,4,963,,38,prime,1,1,0,5,1,580,,70,nzap85,2,2,0,3,1,577,,33,sputtery,5,5,0,1,2,973,,44,heromaneuver_replica,9,9,0,2,3,852,,40,bold,0,0,0,4,2,748,,40,nzap85,4,2,2,1,2,718,,79
2018-03-04T12:00:00+00:00,2.3.1,regular,standard,nawabari,gangaze,180,alpha,,maneuver,4,3,1,2,2,684,,39,sputtery,5,5,0,0,2,869,,44,promodeler_mg,2,1,1,2,3,744,,20,bold,2,2,0,4,2,736,,40,maneuver,2,2,0,2,4,1059,,9,jetsweeper,3,2,1,4,2,714,,40,h3reelgun,2,2,0,6,1,658,,59,splatroller,0,0,0,0,0,0,,33
2018-03-04T12:00:00+00:00,2.3.1,regular,standard,nawabari,gangaze,180,alpha,,maneuver,4,4,0,1,4,1026,,39,promodeler_mg,4,4,0,5,1,796,,20,splatscope,2,1,1,3,2,718,,44,liter4k,2,2,0,1,2,664,,44,sputtery_hue,6,4,2,4,2,921,,72,nzap85,1,1,0,2,2,902,,39,maneuver,5,4,1,3,3,806,,9,wakaba,3,1,2,2,2,528,,15
2018-03-04T12:00:00+00:00,2.3.1,gachi,standard,yagura,manta,335,alpha,FALSE,maneuver,4,2,2,13,1,798,s,39,sharp,11,6,5,7,7,1223,s,96,52gal_deco,19,17,2,8,2,1101,s,70,nova_neo,10,7,3,11,4,884,s,89,splatroller,14,13,1,8,3,1158,s,50,wakaba,17,9,8,5,5,1136,s,83,clashblaster,18,13,5,9,2,1112,s,63,52gal,10,4,6,10,3,664,s,76
