# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2019-03-16T14:00:00+00:00,4.5.1,fest,fest_normal,nawabari,manta,180,bravo,,wakaba,5,4,1,4,3,882,,1,screwslosher_becchu,8,7,1,2,3,965,,74,hissen_hue,2,2,0,5,1,717,,54,splatcharger_collabo,0,0,0,0,0,0,,18,pablo,0,0,0,4,2,773,,30,splatscope_becchu,6,4,2,0,2,769,,36,hokusai_becchu,4,4,0,3,2,769,,63,sputtery_hue,5,3,2,6,1,601,,65
2019-03-16T14:00:00+00:00,4.5.1,fest,fest_normal,nawabari,manta,180,alpha,,wakaba,5,3,2,1,3,831,,1,screwslosher_becchu,7,6,1,1,2,949,,74,nzap89,5,3,2,0,4,929,,53,bold,3,1,2,2,2,835,,41,sharp_neo,1,1,0,4,1,883,,56,nzap89,2,2,0,3,2,877,,49,maneuver,0,0,0,3,3,828,,12,rapid,0,0,0,4,2,617,,33
2019-03-16T14:00:00+00:00,4.5.1,fest,fest_normal,nawabari,manta,180,alpha,,wakaba,5,2,3,3,4,892,,2,splatspinner,1,1,0,1,4,843,,59,maneuver_becchu,2,2,0,2,2,825,,53,clashblaster_neo,3,3,0,2,2,554,,74,sshooter_becchu,3,3,0,2,4,1066,,28,maneuver,4,4,0,2,2,893,,103,explosher_custom,2,1,1,4,2,883,,61,splatcharger,0,0,0,0,0,0,,16
2019-03-16T14:00:00+00:00,4.5.1,fest,fest_normal,nawabari,mystery,180,bravo,,wakaba,4,3,1,4,4,1001,,2,maneuver_becchu,4,3,1,3,3,908,,53,hydra_custom,7,5,2,4,2,653,,59,promodeler_mg,0,0,0,0,1,0,,37,bamboo14mk1,3,3,0,3,3,844,,71,maneuver_becchu,1,0,1,1,3,818,,45,variableroller_foil,3,3,0,4,2,681,,115,clashblaster_neo,5,5,0,3,1,546,,125
2019-03-16T14:00:00+00:00,4.5.1,fest,fest_normal,nawabari,arowana,180,alpha,,wakaba,3,3,0,5,2,891,,3,ochiba,2,0,2,3,1,977,,20,maneuver,2,2,0,1,4,955,,39,prime_becchu,5,5,0,3,2,697,,23,bold,4,4,0,2,5,1193,,32,pablo_hue,4,4,0,2,4,1011,,18,wakaba,5,3,2,2,3,711,,8,splatroller_collabo,2,1,1,4,0,695,,46
2019-03-16T14:00:00+00:00,4.5.1,fest,fest_normal,nawabari,mystery,180,alpha,,wakaba,9,5,4,7,2,666,,3,ochiba,6,3,3,1,3,1015,,20,prime_becchu,6,5,1,4,2,892,,23,maneuver,6,5,1,3,3,816,,39,nzap89,10,9,1,4,2,1095,,58,nzap89,4,4,0,4,2,826,,25,nzap89,3,2,1,5,1,778,,51,nzap89,0,0,0,6,1,529,,19
2019-03-16T16:00:00+00:00,4.5.1,fest,fest_normal,nawabari,mystery,180,bravo,,wakaba,3,2,1,7,2,878,,3,sshooter_becchu,2,2,0,3,2,1077,,52,wakaba,3,1,2,4,3,838,,1,maneuver_becchu,1,1,0,2,1,0,,16,96gal,11,6,5,1,4,1260,,37,bold,7,5,2,1,4,1219,,15,bold,5,5,0,3,3,1000,,83,splatcharger,1,0,1,2,0,427,,57
2019-03-16T16:00:00+00:00,4.5.1,fest,fest_normal,nawabari,mystery,180,bravo,,wakaba,6,4,2,4,4,1022,,3,nzap89,5,5,0,2,5,1189,,26,sshooter_becchu,0,0,0,2,3,1074,,52,wakaba,2,0,2,2,3,877,,2,sputtery_hue,6,6,0,4,3,1199,,81,jetsweeper,3,2,1,2,3,974,,87,barrelspinner,1,1,0,1,2,940,,54,spygadget,3,1,2,3,3,894,,52
2019-03-16T16:00:00+00:00,4.5.1,fest,fest_normal,nawabari,tachiuo,180,alpha,,wakaba,2,1,1,2,3,863,,4,sshooter_becchu,3,1,2,1,3,900,,52,prime_becchu,5,4,1,3,0,824,,132,nzap89,1,1,0,3,3,726,,26,dualsweeper_custom,4,4,0,1,3,1205,,61,momiji,3,2,1,2,3,890,,63,splatscope_becchu,1,1,0,1,2,685,,132,dualsweeper_custom,1,0,1,4,1,506,,36
2019-03-21T00:00:00+00:00,4.5.1,gachi,standard,hoko,mongara,103,bravo,TRUE,hissen_hue,5,4,1,5,1,357,s,55,sshooter_collabo,2,0,2,3,0,360,s,32,prime_becchu,4,3,1,4,0,281,s,44,nzap85,1,1,0,5,0,265,s,52,prime_becchu,11,10,1,1,1,539,s,42,promodeler_mg,3,2,1,2,1,401,s,109,heroshooter_replica,3,3,0,3,0,356,s,62,carbon,4,2,2,3,0,195,s,54
