# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2019-02-12T00:00:00+00:00,4.4.0,gachi,standard,area,anchovy,322,alpha,FALSE,ochiba,9,8,1,11,5,1202,x,53,splatspinner_collabo,13,7,6,9,5,1297,x,136,dynamo_becchu,10,9,1,6,6,1379,x,87,quadhopper_black,11,9,2,12,4,1243,x,137,sputtery_hue,14,10,4,8,5,1351,x,84,bucketslosher_deco,6,4,2,7,5,1205,x,59,52gal,14,11,3,11,3,1138,x,127,longblaster,18,13,5,7,4,1352,x,144
2019-02-13T00:00:00+00:00,4.4.0,gachi,standard,yagura,mutsugoro,300,bravo,FALSE,52gal,11,5,6,10,3,674,s+,53,dynamo_becchu,8,7,1,10,4,927,s+,68,dualsweeper,14,8,6,6,6,1339,s+,96,sputtery,17,16,1,7,2,1065,s+,68,carbon,12,11,1,10,3,994,s+,44,splatroller_becchu,5,4,1,11,3,883,s+,83,prime_becchu,10,9,1,5,7,1371,s+,44,dualsweeper_custom,9,8,1,10,2,947,s+,56
2019-02-13T00:00:00+00:00,4.4.0,gachi,standard,yagura,mutsugoro,300,alpha,FALSE,prime,15,5,10,8,4,902,s+,53,wakaba,11,7,4,9,5,1056,s+,144,splatroller,17,17,0,8,3,888,s+,65,furo,8,3,5,6,5,1374,s+,93,carbon,10,6,4,11,4,870,s+,48,prime,11,9,2,7,5,1212,s+,39,dualsweeper_custom,10,7,3,13,3,915,s+,47,nzap89,15,7,8,7,7,1294,s+,53
2019-02-13T00:00:00+00:00,4.4.0,gachi,standard,yagura,shottsuru,300,bravo,FALSE,prime,9,7,2,13,3,841,s+,53,bottlegeyser_foil,7,5,2,10,3,905,s+,56,clashblaster_neo,14,12,2,10,3,928,s+,41,momiji,7,3,4,9,4,1353,s+,102,nova,21,19,2,8,3,692,s+,51,ochiba,15,6,9,4,4,1349,s+,116,prime_collabo,13,12,1,7,4,870,s+,51,furo,5,5,0,8,6,1460,s+,91
2019-02-13T00:00:00+00:00,4.4.0,gachi,standard,yagura,shottsuru,79,bravo,TRUE,prime,1,1,0,4,0,112,s+,53,ochiba,0,0,0,2,1,367,s+,116,herospinner_replica,0,0,0,2,0,262,s+,97,clashblaster_neo,1,1,0,4,0,187,s+,41,splatscope,3,2,1,0,1,219,s+,37,nova,6,5,1,0,2,248,s+,51,variableroller,4,3,1,0,2,489,s+,131,prime_collabo,3,2,1,2,1,320,s+,51
2019-02-13T00:00:00+00:00,4.4.0,gachi,standard,yagura,shottsuru,57,bravo,TRUE,prime,0,0,0,2,0,197,s+,53,dynamo_tesla,0,0,0,1,0,244,s+,104,nzap85,1,1,0,1,1,401,s+,96,quadhopper_black,0,0,0,2,0,264,s+,88,furo,0,0,0,1,1,339,s+,49,sshooter_becchu,3,3,0,0,2,268,s+,69,dualsweeper_custom,2,0,2,0,2,504,s+,63,wakaba,5,3,2,0,2,397,s+,50
2019-02-13T00:00:00+00:00,4.4.0,gachi,standard,yagura,shottsuru,300,alpha,FALSE,prime,13,8,5,8,4,857,s+,53,pablo,11,9,2,8,6,1359,s+,47,maneuver,18,13,5,4,6,1195,s+,114,liter4k_scope,6,5,1,8,1,1026,s+,59,jetsweeper,6,4,2,11,2,966,s+,51,herocharger_replica,11,11,0,6,2,933,s+,144,h3reelgun_d,9,8,1,8,3,1247,s+,64,clashblaster_neo,7,5,2,10,5,961,s+,37
2019-02-13T00:00:00+00:00,4.4.0,gachi,standard,yagura,mutsugoro,243,bravo,TRUE,prime,15,12,3,8,2,750,s+,53,carbon,7,7,0,9,3,727,s+,44,sshooter_becchu,4,1,3,9,3,883,s+,39,momiji,5,4,1,8,4,1096,s+,134,prime_collabo,10,9,1,10,1,577,s+,51,jetsweeper,7,3,4,3,6,1015,s+,96,promodeler_mg,12,7,5,5,6,1410,s+,96,clashblaster_neo,16,15,1,6,3,718,s+,83
2019-02-13T00:00:00+00:00,4.4.0,gachi,standard,yagura,shottsuru,348,alpha,FALSE,prime,18,11,7,10,5,1078,s+,53,splatspinner_collabo,13,7,6,5,7,1767,s+,242,dynamo_becchu,16,16,0,9,5,1029,s+,65,sshooter_becchu,10,8,2,12,5,1221,s+,39,52gal_becchu,10,10,0,10,6,1259,s+,182,furo,18,13,5,9,5,1662,s+,81,splatcharger_collabo,9,8,1,10,3,948,s+,74,sputtery_hue,9,5,4,13,4,847,s+,88
2019-02-13T02:00:00+00:00,4.4.0,gachi,standard,area,anchovy,301,bravo,FALSE,prime,8,6,2,7,5,1082,x,53,dualsweeper_custom,6,4,2,5,6,1825,x,101,maneuver_becchu,5,2,3,8,5,1178,x,97,wakaba,11,6,5,4,7,1569,x,161,prime_collabo,7,4,3,5,5,1228,x,232,dualsweeper_custom,9,7,2,4,5,1605,x,214,nzap89,10,9,1,4,7,1466,x,94,dynamo_becchu,4,4,0,5,6,1504,x,183
