# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,bbass,180,alpha,FALSE,h3reelgun_d,6,2,4,3,3,932,,62,promodeler_rg,6,5,1,3,4,1082,,75,nzap85,10,7,3,1,2,758,,57,sputtery_hue,3,2,1,2,2,677,,72,sshooter_collabo,3,2,1,5,3,985,,7,hissen,3,3,0,5,1,777,,29,parashelter,3,3,0,4,1,743,,46,maneuver,2,1,1,2,1,0,,27
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,bbass,180,bravo,FALSE,h3reelgun_d,3,2,1,5,1,771,,62,promodeler_rg,0,0,0,7,2,795,,75,nzap85,5,4,1,3,2,742,,57,sputtery_hue,4,3,1,4,2,705,,72,momiji,4,3,1,0,3,927,,72,quadhopper_black,6,6,0,4,1,866,,62,nzap85,7,5,2,1,3,786,,78,rapid_deco,6,5,1,4,2,604,,34
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,mystery,180,alpha,FALSE,h3reelgun_d,3,2,1,4,4,1087,,62,promodeler_rg,1,1,0,2,4,1084,,75,sputtery_hue,5,3,2,3,3,823,,72,nzap85,6,5,1,4,1,565,,57,splatroller,4,4,0,3,2,857,,62,prime_collabo,7,6,1,2,2,849,,47,squiclean_a,6,2,4,3,2,787,,53,pablo,3,1,2,3,0,785,,48
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,fujitsubo,180,alpha,FALSE,h3reelgun_d,9,5,4,1,3,1228,,62,promodeler_rg,5,4,1,1,4,1124,,75,nzap85,10,6,4,1,3,839,,57,sputtery_hue,9,4,5,1,3,726,,72,momiji,1,1,0,5,3,1145,,30,sshooter,1,0,1,4,1,831,,52,sshooter,1,1,0,3,2,767,,16,quadhopper_black,2,2,0,7,1,726,,77
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,fujitsubo,180,alpha,FALSE,h3reelgun_d,1,1,0,3,3,1233,,62,sputtery_hue,2,2,0,2,3,899,,72,nzap85,6,4,2,2,3,891,,57,promodeler_rg,2,2,0,5,2,781,,75,splatscope,2,2,0,1,0,1043,,62,bold,4,3,1,4,3,935,,30,hissen,6,5,1,0,4,884,,49,sputtery_hue,5,2,3,4,2,756,,48
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,bbass,180,bravo,FALSE,h3reelgun_d,1,0,1,6,2,979,,62,promodeler_rg,3,3,0,3,4,1223,,75,nzap85,1,1,0,3,2,989,,57,sputtery_hue,1,1,0,5,2,749,,72,prime,7,5,2,0,4,1107,,36,nzap89,5,2,3,1,4,972,,21,sshooter,4,4,0,2,3,952,,62,splatroller,9,6,3,2,1,812,,53
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,fujitsubo,180,alpha,FALSE,h3reelgun_d,5,2,3,4,4,1109,,62,promodeler_rg,7,5,2,3,4,979,,75,nzap85,8,6,2,1,3,944,,57,sputtery_hue,10,6,4,3,3,866,,72,promodeler_mg,2,1,1,3,6,1676,,124,sshooter_collabo,3,3,0,4,2,745,,63,hokusai,4,4,0,6,2,701,,75,sharp,3,3,0,7,1,592,,52
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,mystery,180,alpha,FALSE,h3reelgun_d,8,3,5,4,4,1151,,62,promodeler_rg,9,7,2,3,3,1190,,75,bold_neo,5,5,0,2,4,860,,72,nzap85,4,4,0,3,2,652,,57,hokusai,5,5,0,3,2,924,,59,h3reelgun_d,4,3,1,5,2,829,,100,clashblaster,4,3,1,6,2,658,,89,sputtery,1,1,0,5,0,652,,69
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,fujitsubo,180,bravo,FALSE,h3reelgun_d,4,4,0,5,2,929,,62,nzap85,2,2,0,2,2,965,,57,bold_neo,1,1,0,3,3,771,,72,promodeler_rg,0,0,0,5,2,735,,75,sharp,5,4,1,2,3,994,,83,nzap85,6,3,3,1,3,960,,44,splatscope,6,6,0,1,3,933,,83,nzap85,3,2,1,4,1,598,,48
2018-03-24T06:00:00+00:00,2.3.2,fest,squad_4,nawabari,bbass,180,alpha,FALSE,h3reelgun_d,1,0,1,5,3,989,,62,promodeler_rg,3,2,1,2,5,1316,,75,bold_neo,2,2,0,2,3,850,,72,nzap85,5,4,1,2,2,767,,57,nzap85,3,1,2,1,4,1111,,69,rapid,9,5,4,2,3,963,,87,52gal_deco,6,5,1,3,1,897,,70,jetsweeper,1,0,1,2,3,787,,79
