# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2018-06-27T20:00:00+00:00,3.1.0,gachi,standard,area,manta,181,bravo,TRUE,longblaster,5,4,1,6,1,563,a,41,heroshooter_replica,6,4,2,6,2,605,a-,41,splatroller_collabo,8,8,0,3,2,525,a,54,dualsweeper_custom,1,1,0,5,1,568,a,32,clashblaster,6,3,3,4,2,479,a+,32,maneuver,10,8,2,5,1,578,a,35,carbon_deco,5,5,0,4,1,296,a,34,dualsweeper_custom,6,3,3,4,2,711,a,36
2018-06-27T20:00:00+00:00,3.1.0,gachi,squad_2,yagura,arowana,299,bravo,TRUE,longblaster,4,3,1,11,0,477,a,41,dynamo,11,10,1,7,4,950,x,281,carbon,8,7,1,9,3,995,x,152,campingshelter,1,0,1,12,1,592,b,25,parashelter_sorella,8,7,1,3,3,0,x,70,liter4k_scope,14,8,6,3,6,1121,x,101,rapid_elite_deco,17,11,6,7,4,640,s+,143,hotblaster_custom,14,12,2,7,0,778,x,170
2018-06-27T20:00:00+00:00,3.1.0,gachi,squad_2,yagura,arowana,303,bravo,FALSE,longblaster,7,7,0,11,1,527,a,41,hissen,7,5,2,12,1,762,b,25,barrelspinner,6,4,2,3,6,1155,s,47,wakaba,10,9,1,11,3,785,s+,90,clashblaster,24,15,9,5,4,747,x,73,parashelter,15,15,0,7,4,1055,x,86,quadhopper_black,3,2,1,8,1,520,b-,24,dualsweeper_custom,10,4,6,6,6,1314,s+,60
2018-06-27T22:00:00+00:00,3.1.0,gachi,standard,asari,mozuku,320,alpha,FALSE,longblaster,6,5,1,10,1,836,a-,41,bold,10,6,4,8,3,1349,a-,58,herobrush_replica,2,2,0,11,1,493,a-,40,nzap85,13,8,5,10,2,1015,a-,89,kelvin525_deco,9,5,4,5,1,712,a-,55,heroshooter_replica,18,15,3,5,3,1197,a,65,clashblaster,15,10,5,6,1,544,a,51,dualsweeper_custom,12,9,3,5,3,1263,a-,43
2018-06-27T22:00:00+00:00,3.1.0,gachi,standard,asari,chozame,310,alpha,FALSE,dualsweeper_custom,13,9,4,11,1,854,a-,41,pablo,8,5,3,11,1,830,a-,38,clashblaster_neo,11,8,3,6,2,757,a-,54,nzap89,14,12,2,8,2,787,a-,35,bucketslosher,14,12,2,7,5,1061,a-,39,clashblaster_neo,9,7,2,11,2,565,a-,78,momiji,8,5,3,7,3,793,a-,54,heromaneuver_replica,17,12,5,10,5,1271,a-,82
2018-06-28T02:00:00+00:00,3.1.0,gachi,standard,yagura,bbass,71,bravo,TRUE,rapid_elite,1,0,1,3,0,123,a,41,promodeler_mg,0,0,0,2,1,411,a,52,clashblaster_neo,2,2,0,3,1,245,a+,37,bucketslosher,1,1,0,4,0,115,a-,34,promodeler_mg,3,1,2,1,1,198,a+,93,dualsweeper,6,6,0,0,2,317,a-,23,nzap89,4,2,2,0,2,256,a+,70,longblaster,4,3,1,2,0,156,a-,58
2018-06-28T18:00:00+00:00,3.1.0,gachi,standard,yagura,bbass,161,bravo,TRUE,rapid_elite,1,0,1,7,0,248,a,41,splatroller,6,6,0,6,1,341,a-,28,splatscope,0,0,0,0,0,0,a-,34,sharp_neo,6,5,1,6,1,488,a,39,sharp_neo,6,4,2,5,2,476,a+,35,dualsweeper_custom,8,5,3,1,3,524,a,45,pablo_hue,4,4,0,3,3,256,a,48,splatscope,6,6,0,2,2,356,a,47
2018-06-28T18:00:00+00:00,3.1.0,gachi,standard,yagura,bbass,138,bravo,TRUE,dualsweeper_custom,5,3,2,5,1,353,a,41,sputtery_hue,5,3,2,5,2,539,a+,79,herobrush_replica,7,6,1,4,1,374,a+,34,splatspinner_collabo,6,4,2,5,1,309,a-,28,nzap89,9,6,3,5,2,552,a,32,barrelspinner,3,3,0,4,0,344,a+,51,heromaneuver_replica,6,6,0,4,3,472,a+,49,spygadget,10,4,6,3,3,409,a,39
2018-06-28T18:00:00+00:00,3.1.0,gachi,standard,yagura,sumeshi,91,alpha,TRUE,dualsweeper_custom,3,1,2,2,1,346,a,41,splatscope,2,2,0,1,0,144,a-,51,clashblaster_neo,5,4,1,2,1,254,a-,39,hissen_hue,8,7,1,1,2,493,a-,49,nzap85,1,1,0,3,1,350,a,89,dualsweeper,2,1,1,4,1,402,a,149,maneuver,2,1,1,4,0,130,a-,45,sputtery_hue,3,3,0,3,1,401,a+,79
2018-06-28T18:00:00+00:00,3.1.0,gachi,standard,yagura,sumeshi,338,bravo,FALSE,dualsweeper_custom,11,8,3,13,3,864,a,41,pablo,15,13,2,8,7,1122,a+,53,splatcharger_collabo,8,7,1,8,1,715,a-,37,bucketslosher_deco,8,6,2,9,3,700,a-,55,nzap89,15,12,3,8,4,914,a,39,bamboo14mk1,9,5,4,8,3,556,a-,31,longblaster_custom,11,9,2,9,5,984,a+,32,hissen_hue,18,12,6,9,5,1059,a-,49
