# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2019-02-16T06:00:00+00:00,4.4.0,regular,standard,nawabari,fujitsubo,180,alpha,,hydra_custom,9,6,3,2,3,852,,103,promodeler_rg,3,2,1,2,3,821,,33,wakaba,11,10,1,3,1,753,,207,octoshooter_replica,2,2,0,3,1,495,,30,nzap85,5,3,2,4,3,1002,,50,96gal_deco,5,3,2,7,1,664,,158,soytuber_custom,2,2,0,3,2,587,,111,bucketslosher_deco,2,2,0,8,1,540,,48
2019-02-16T06:00:00+00:00,4.4.0,regular,standard,nawabari,mutsugoro,180,alpha,,hydra_custom,8,6,2,3,3,810,,103,96gal_deco,8,6,2,2,3,1145,,158,bamboo14mk1,4,2,2,1,3,833,,111,hotblaster_custom,8,5,3,3,2,642,,30,dualsweeper,2,2,0,5,4,1098,,50,sputtery,3,3,0,4,2,838,,33,wakaba,5,4,1,6,0,814,,207,ochiba,1,0,1,6,1,596,,48
2019-02-17T02:00:00+00:00,4.4.0,regular,standard,nawabari,hakofugu,180,alpha,,hydra_custom,13,13,0,0,3,738,,103,52gal_becchu,4,4,0,3,2,703,,79,furo_deco,5,3,2,5,2,629,,45,maneuver,4,3,1,4,2,623,,13,prime_becchu,5,3,2,4,2,698,,38,promodeler_mg,3,2,1,7,1,669,,26,splatspinner_collabo,3,2,1,7,2,636,,60,hissen_hue,5,5,0,5,1,608,,53
2019-02-17T02:00:00+00:00,4.4.0,regular,standard,nawabari,fujitsubo,180,alpha,,hydra_custom,13,11,2,2,3,764,,103,52gal_becchu,1,1,0,3,2,747,,79,promodeler_mg,3,2,1,1,2,703,,26,clashblaster_neo,4,2,2,2,1,518,,53,prime_becchu,2,0,2,4,2,870,,38,barrelspinner_deco,5,5,0,4,1,648,,60,hissen,3,3,0,7,0,445,,45,maneuver,2,0,2,1,1,0,,13
2019-02-17T02:00:00+00:00,4.4.0,regular,standard,nawabari,hakofugu,180,alpha,,hydra_custom,9,8,1,0,2,576,,103,bold_neo,4,2,2,1,4,880,,86,heroshooter_replica,8,8,0,1,2,697,,56,herocharger_replica,4,3,1,0,1,393,,77,ochiba,0,0,0,5,2,865,,19,dynamo_becchu,2,2,0,5,1,618,,48,hissen_hue,0,0,0,6,1,554,,53,heroslosher_replica,0,0,0,5,0,101,,113
2019-02-17T02:00:00+00:00,4.4.0,regular,standard,nawabari,fujitsubo,180,alpha,,hydra_custom,9,7,2,2,3,758,,103,prime,9,5,4,3,3,870,,120,heroshooter_replica,5,4,1,5,1,859,,64,liter4k,4,3,1,1,2,748,,80,momiji,1,0,1,6,3,1059,,306,l3reelgun_becchu,3,3,0,5,3,901,,188,screwslosher_becchu,4,4,0,6,1,627,,93,splatroller_becchu,5,3,2,2,1,594,,154
2019-02-17T04:00:00+00:00,4.4.0,regular,standard,nawabari,manta,180,alpha,,hydra_custom,9,7,2,4,3,739,,103,bold,7,5,2,3,3,1015,,53,sputtery_hue,2,1,1,3,2,705,,54,liter4k_custom,3,3,0,3,2,651,,79,sshooter_collabo,1,1,0,2,2,907,,54,prime_becchu,6,5,1,3,1,885,,95,nova_becchu,3,2,1,7,0,555,,149,prime_becchu,6,5,1,4,1,520,,47
2019-02-17T04:00:00+00:00,4.4.0,regular,standard,nawabari,mutsugoro,180,alpha,,hydra_custom,9,7,2,3,3,889,,103,dynamo_tesla,5,5,0,4,2,946,,73,nzap89,3,3,0,4,3,890,,47,promodeler_rg,4,3,1,5,3,871,,53,prime,10,9,1,4,3,1063,,65,sputtery_hue,1,0,1,4,2,904,,54,sshooter_collabo,3,3,0,5,2,847,,54,prime_becchu,6,4,2,7,1,588,,95
2019-02-17T04:00:00+00:00,4.4.0,regular,standard,nawabari,mutsugoro,180,alpha,,hydra_custom,3,2,1,2,3,817,,103,sharp_neo,8,7,1,4,2,1269,,136,promodeler_rg,1,1,0,3,4,943,,53,prime_becchu,3,3,0,4,2,804,,95,dynamo_tesla,4,2,2,3,3,1075,,73,sputtery_hue,0,0,0,2,3,950,,54,sshooter_collabo,5,4,1,6,3,784,,54,nzap89,8,7,1,2,3,0,,47
2019-02-17T04:00:00+00:00,4.4.0,regular,standard,nawabari,manta,180,bravo,,hydra_custom,6,4,2,3,3,834,,103,furo,3,3,0,6,2,905,,41,sputtery_hue,3,1,2,4,2,809,,54,kelvin525_deco,8,6,2,3,2,767,,102,bold,7,7,0,2,4,1276,,101,sshooter_collabo,2,2,0,3,2,883,,54,jetsweeper_custom,5,4,1,5,2,763,,170,prime_becchu,5,3,2,4,1,496,,95
2019-02-17T04:00:00+00:00,4.4.0,regular,standard,nawabari,mutsugoro,180,alpha,,hydra_custom,9,8,1,2,3,859,,103,splatspinner_collabo,6,6,0,3,4,1235,,73,momiji,2,1,1,4,4,1014,,50,splatcharger_becchu,4,1,3,3,1,468,,45,ochiba,2,1,1,3,1,1159,,79,splatspinner,4,4,0,4,3,947,,82,heroroller_replica,5,5,0,6,1,658,,94,hydra,1,1,0,4,1,469,,42
2019-02-17T04:00:00+00:00,4.4.0,regular,standard,nawabari,mutsugoro,180,bravo,,hydra_custom,5,2,3,4,1,638,,103,momiji,2,2,0,2,4,1287,,50,prime_becchu,7,6,1,3,5,1177,,79,splatcharger_becchu,5,5,0,5,1,616,,45,splatspinner_collabo,5,4,1,4,4,1242,,73,bold,4,3,1,3,1,918,,58,prime_becchu,0,0,0,5,3,794,,54,splatroller_collabo,6,6,0,4,3,784,,59
2019-02-18T10:00:00+00:00,4.4.0,regular,standard,nawabari,engawa,180,alpha,,splatspinner_becchu,8,8,0,2,4,1111,,103,bamboo14mk1,5,4,1,1,3,840,,72,herocharger_replica,0,0,0,1,2,762,,104,splatscope,4,4,0,1,2,675,,85,bold,1,1,0,2,3,1021,,66,heroshooter_replica,1,1,0,3,2,844,,48,dualsweeper,3,3,0,6,1,528,,24,hissen,1,0,1,7,0,489,,33
2019-02-18T10:00:00+00:00,4.4.0,regular,standard,nawabari,engawa,180,bravo,,splatspinner_becchu,2,2,0,4,3,1049,,103,screwslosher_becchu,2,2,0,3,3,867,,33,herocharger_replica,3,2,1,1,3,851,,104,sshooter,4,4,0,4,1,510,,24,bold,3,3,0,1,4,1070,,66,heroshooter_replica,4,2,2,3,2,827,,48,bamboo14mk1,2,2,0,3,3,747,,72,quadhopper_black,5,5,0,3,0,679,,85
2019-02-18T10:00:00+00:00,4.4.0,regular,standard,nawabari,engawa,180,bravo,,kelvin525_becchu,10,9,1,6,2,925,,103,herocharger_replica,3,3,0,3,3,897,,104,dynamo_tesla,4,3,1,5,1,507,,27,dualsweeper,4,3,1,5,1,479,,24,bold,1,1,0,5,1,815,,66,l3reelgun_becchu,6,6,0,5,2,777,,48,sshooter,10,10,0,4,0,693,,85,explosher_custom,1,0,1,5,1,685,,33
2019-02-18T10:00:00+00:00,4.4.0,regular,standard,nawabari,sumeshi,180,alpha,,kelvin525_becchu,6,0,6,1,2,927,,104,bold,4,4,0,2,3,999,,33,sshooter,11,8,3,0,2,867,,85,kugelschreiber_hue,4,3,1,1,2,778,,48,bold,4,3,1,4,3,1061,,66,herocharger_replica,2,1,1,4,2,878,,104,quadhopper_black,0,0,0,6,1,729,,34,dualsweeper,0,0,0,1,0,0,,25
2019-02-18T10:00:00+00:00,4.4.0,regular,standard,nawabari,sumeshi,180,alpha,,kelvin525_becchu,9,5,4,2,4,1095,,104,bold,11,11,0,4,5,1121,,185,bucketslosher_deco,5,4,1,2,1,833,,55,hydra_custom,7,4,3,3,2,694,,297,nzap89,4,2,2,4,2,893,,63,heroshooter_replica,5,4,1,6,1,877,,59,52gal_becchu,3,3,0,7,2,826,,106,bold,2,2,0,7,2,791,,100
2019-02-18T10:00:00+00:00,4.4.0,regular,standard,nawabari,engawa,180,bravo,,kelvin525_becchu,8,4,4,3,3,969,,104,heroshooter_replica,10,7,3,3,3,1070,,59,hydra_custom,7,5,2,2,2,774,,297,bold,0,0,0,4,2,581,,100,bold,8,8,0,4,4,936,,185,nzap89,2,1,1,3,3,899,,63,bucketslosher_deco,1,0,1,6,1,744,,55,jetsweeper,3,3,0,5,2,651,,106
2019-02-24T18:00:00+00:00,4.4.0,gachi,standard,hoko,battera,308,bravo,FALSE,hydra_custom,14,10,4,8,2,835,x,285,bold_neo,9,9,0,7,7,1889,x,125,clashblaster_neo,8,5,3,8,3,1077,x,98,splatscope,12,11,1,6,3,1010,x,288,spygadget_sorella,4,3,1,10,4,1378,x,90,sputtery_hue,14,10,4,10,3,1227,x,137,splatcharger,9,8,1,7,5,1162,x,121,52gal,9,8,1,8,2,973,x,85
2019-02-24T18:00:00+00:00,4.4.0,gachi,standard,hoko,battera,59,bravo,TRUE,momiji,0,0,0,3,1,361,x,285,screwslosher_becchu,1,1,0,3,0,310,x,132,maneuver_becchu,1,1,0,3,0,218,x,145,hydra_custom,0,0,0,3,0,117,x,109,screwslosher_becchu,5,4,1,0,1,389,x,282,barrelspinner,2,2,0,0,0,342,x,161,bamboo14mk1,2,1,1,1,1,317,x,87,sshooter_collabo,6,5,1,1,1,263,x,185
2019-02-24T18:00:00+00:00,4.4.0,gachi,standard,hoko,mozuku,96,bravo,TRUE,bold,3,2,1,4,1,381,x,285,parashelter,1,1,0,4,1,314,x,87,kelvin525_becchu,4,4,0,5,0,279,x,171,bamboo14mk2,1,1,0,3,1,270,x,171,barrelspinner,4,3,1,1,1,472,x,231,maneuver_becchu,6,6,0,2,1,446,x,400,heroroller_replica,6,5,1,3,0,403,x,177,herocharger_replica,2,2,0,2,0,169,x,162
2019-02-24T18:00:00+00:00,4.4.0,gachi,standard,hoko,battera,152,alpha,TRUE,bold,5,2,3,4,3,748,x,285,prime_becchu,8,7,1,0,3,765,x,87,nzap85,8,4,4,2,1,475,x,97,screwslosher_becchu,3,3,0,5,0,400,x,97,furo,2,2,0,6,1,683,x,135,sharp_neo,4,4,0,6,1,569,x,68,herocharger_replica,3,3,0,3,2,488,x,102,52gal_deco,2,2,0,1,1,408,x,114
2019-02-24T18:00:00+00:00,4.4.0,gachi,standard,hoko,mozuku,155,bravo,TRUE,bold,7,6,1,6,2,649,x,285,screwslosher_becchu,6,4,2,4,0,655,x,88,sshooter_collabo,2,2,0,5,1,566,x,112,dualsweeper_custom,5,2,3,2,1,0,x,105,hokusai_becchu,10,9,1,4,3,607,x,126,hydra_custom,6,1,5,2,3,567,x,112,maneuver_collabo,2,2,0,4,0,563,x,218,prime_becchu,6,5,1,4,1,516,x,89
2019-02-24T18:00:00+00:00,4.4.0,gachi,standard,hoko,mozuku,300,bravo,FALSE,bold,18,16,2,8,5,1431,x,285,longblaster,10,4,6,8,2,1021,x,91,splatroller_becchu,15,15,0,11,1,913,x,67,hydra_custom,10,5,5,5,4,910,x,112,furo,12,3,9,10,5,1378,x,102,dynamo_tesla,11,7,4,9,4,969,x,76,sharp_neo,5,5,0,11,2,969,x,114,clashblaster_neo,19,17,2,10,3,864,x,98
2019-02-24T18:00:00+00:00,4.4.0,gachi,standard,hoko,mozuku,304,alpha,FALSE,bold,10,5,5,9,3,1329,x,285,prime_becchu,30,24,6,5,5,1182,x,182,dynamo_tesla,10,6,4,5,4,952,x,126,maneuver_becchu,14,12,2,7,2,864,x,194,sharp_neo,5,4,1,11,4,1240,x,114,sshooter_collabo,11,9,2,14,2,1047,x,205,hydra_custom,8,6,2,9,3,795,x,112,clashblaster_neo,11,7,4,13,3,781,x,98
