# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2017-07-23T14:00:00+00:00,1.0.0,regular,standard,nawabari,gangaze,180,bravo,FALSE,splatroller,1,1,0,3,2,575,,5,promodeler_mg,3,3,0,6,3,895,,8,splatroller,3,3,0,5,1,683,,8,splatroller,3,3,0,7,1,583,,8,promodeler_mg,10,10,0,2,3,1033,,6,promodeler_mg,4,3,1,3,2,825,,14,maneuver,10,7,3,2,2,764,,15,carbon,2,1,1,3,1,563,,12
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,ama,180,alpha,FALSE,nzap85,6,3,3,3,2,839,,44,wakaba,2,0,2,2,3,955,,46,screwslosher,11,11,0,1,2,885,,50,jetsweeper,3,2,1,2,3,798,,48,promodeler_mg,3,3,0,4,2,1016,,32,barrelspinner,3,1,2,2,2,900,,32,nzap85,4,4,0,4,2,810,,42,splatcharger_collabo,0,0,0,6,0,391,,40
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,ama,180,alpha,FALSE,nzap85,6,3,3,1,3,967,,44,jetsweeper,4,2,2,2,3,784,,48,screwslosher,8,7,1,2,2,734,,50,nzap85,11,5,6,1,2,678,,43,promodeler_mg,0,0,0,5,1,927,,32,liter4k_scope,0,0,0,2,2,738,,50,sshooter_collabo,4,4,0,6,1,688,,44,splatcharger_collabo,2,2,0,4,0,559,,40
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,ama,180,bravo,FALSE,nzap85,7,6,1,7,2,763,,44,sshooter_collabo,2,2,0,5,2,729,,44,barrelspinner,0,0,0,4,1,708,,21,jetsweeper,2,2,0,6,1,611,,48,nzap85,8,4,4,2,3,968,,43,screwslosher,13,10,3,2,2,829,,50,splatcharger_collabo,4,3,1,2,1,714,,40,prime_collabo,6,5,1,4,2,684,,48
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,ama,180,alpha,FALSE,sshooter_collabo,9,5,4,3,2,905,,44,prime_collabo,4,4,0,3,3,898,,39,prime_collabo,2,1,1,1,2,704,,48,screwslosher,6,5,1,5,1,655,,50,bold,5,4,1,4,2,1257,,47,nzap85,5,5,0,3,2,771,,43,maneuver_collabo,3,2,1,4,1,687,,43,prime_collabo,3,1,2,4,1,435,,29
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,ama,180,alpha,FALSE,sshooter_collabo,10,7,3,3,3,817,,44,nzap85,9,7,2,1,3,917,,43,prime_collabo,3,2,1,2,2,779,,48,splatroller,5,4,1,4,1,490,,50,prime_collabo,3,3,0,5,2,943,,39,screwslosher,5,5,0,4,2,766,,50,maneuver_collabo,1,1,0,6,1,651,,43,splatroller,3,1,2,5,1,540,,40
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,kombu,180,bravo,FALSE,sshooter_collabo,8,7,1,4,2,958,,44,sshooter_collabo,5,4,1,2,1,813,,36,prime_collabo,1,1,0,3,2,791,,48,splatroller,4,4,0,2,1,662,,40,bucketslosher,4,3,1,3,4,1066,,21,prime_collabo,6,6,0,5,3,909,,39,maneuver_collabo,2,1,1,2,2,822,,43,splatroller,1,1,0,6,1,610,,50
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,kombu,180,bravo,FALSE,sshooter_collabo,4,3,1,5,1,854,,44,promodeler_mg,8,6,2,6,2,1125,,50,maneuver_collabo,3,3,0,5,2,660,,43,sshooter_collabo,0,0,0,0,0,0,,36,promodeler_rg,2,2,0,4,3,1144,,40,prime_collabo,6,6,0,1,3,806,,48,herocharger_replica,7,6,1,2,2,691,,50,splatroller,3,2,1,5,1,573,,40
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,kombu,180,bravo,FALSE,sshooter_collabo,5,5,0,5,1,839,,44,splatcharger_collabo,4,3,1,3,3,917,,36,sshooter_collabo,4,3,1,2,1,916,,36,splatroller,3,3,0,3,1,723,,40,promodeler_mg,5,4,1,4,3,1099,,50,splatspinner,3,2,1,3,3,937,,41,prime_collabo,7,5,2,2,3,891,,48,maneuver_collabo,2,2,0,5,1,583,,43
2017-09-02T14:00:00+00:00,1.2.0,regular,standard,nawabari,kombu,180,alpha,FALSE,sshooter_collabo,6,6,0,3,3,899,,44,promodeler_mg,5,4,1,3,3,1102,,50,maneuver,3,3,0,1,3,868,,35,splatroller,2,2,0,3,0,664,,40,splatspinner,4,3,1,3,4,1127,,41,sshooter_collabo,1,1,0,5,2,820,,36,splatroller,1,1,0,4,1,740,,17,herocharger_replica,5,5,0,3,2,613,,50
