# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2019-02-09T06:00:00+00:00,4.4.0,fest,fest_normal,nawabari,bbass,180,alpha,,sshooter_collabo,14,13,1,2,1,837,,44,nzap85,6,4,2,3,3,1045,,27,carbon,4,2,2,0,3,847,,49,splatroller,1,1,0,1,1,0,,33,bold_neo,3,2,1,4,3,1195,,23,maneuver,2,2,0,4,2,666,,19,barrelspinner,0,0,0,3,2,592,,13,hissen,2,2,0,9,0,497,,41
2019-02-09T06:00:00+00:00,4.4.0,fest,fest_normal,nawabari,kombu,180,alpha,,sshooter_collabo,4,4,0,5,2,839,,44,nzap85,8,6,2,4,3,1238,,107,nzap85,3,2,1,3,3,1018,,53,splatroller_becchu,3,3,0,4,3,763,,17,dualsweeper,8,7,1,3,4,1260,,50,dualsweeper_custom,6,4,2,3,2,960,,165,dualsweeper,5,2,3,4,2,909,,23,ochiba,3,3,0,5,2,825,,43
2019-02-09T08:00:00+00:00,4.4.0,fest,fest_normal,nawabari,otoro,180,alpha,,sshooter_collabo,1,0,1,5,0,566,,44,dualsweeper_custom,4,3,1,1,3,1095,,47,hokusai_becchu,5,4,1,3,4,1012,,116,dualsweeper_custom,3,3,0,1,2,770,,32,ochiba,7,5,2,2,2,1097,,54,wakaba,5,4,1,1,4,895,,28,ochiba,0,0,0,4,2,743,,14,maneuver,0,0,0,3,1,549,,16
2019-02-09T08:00:00+00:00,4.4.0,fest,fest_normal,nawabari,shottsuru,180,bravo,,sshooter_collabo,3,2,1,4,2,1001,,44,dualsweeper_custom,2,1,1,3,3,1208,,47,hokusai_becchu,4,3,1,3,4,1186,,116,dualsweeper_custom,3,3,0,3,2,860,,32,bold,9,9,0,0,7,1652,,119,sharp_neo,0,0,0,3,3,1200,,125,bold_neo,0,0,0,1,3,815,,34,52gal_becchu,5,4,1,5,1,642,,91
2019-02-09T08:00:00+00:00,4.4.0,fest,fest_normal,nawabari,otoro,180,bravo,,sshooter_collabo,8,6,2,4,2,885,,44,dualsweeper_custom,3,2,1,4,3,986,,47,dualsweeper_custom,6,6,0,4,2,795,,32,quadhopper_black,1,0,1,5,0,478,,27,dualsweeper_custom,4,4,0,4,1,840,,53,hokusai_becchu,10,9,1,5,2,818,,21,sshooter_becchu,2,2,0,2,3,814,,20,maneuver_becchu,3,2,1,4,2,739,,37
2019-02-09T08:00:00+00:00,4.4.0,fest,fest_normal,nawabari,shottsuru,180,bravo,,sshooter_collabo,4,4,0,6,0,865,,44,dualsweeper_custom,3,3,0,5,2,1079,,47,dualsweeper_custom,2,2,0,4,2,875,,32,quadhopper_black,1,0,1,8,0,571,,27,heromaneuver_replica,13,10,3,2,3,1033,,146,hokusai_hue,10,8,2,2,3,986,,73,maneuver,1,1,0,3,3,969,,65,dualsweeper,7,4,3,2,4,923,,20
2019-02-09T08:00:00+00:00,4.4.0,fest,fest_normal,nawabari,mystery,180,bravo,,sshooter_collabo,5,3,2,5,1,841,,44,maneuver_becchu,10,8,2,4,2,1010,,33,dualsweeper_custom,5,3,2,2,2,806,,32,quadhopper_black,0,0,0,4,1,620,,27,sputtery_hue,2,0,2,5,3,1122,,32,nzap89,10,9,1,3,3,826,,61,variableroller_foil,1,1,0,3,3,821,,57,herocharger_replica,6,5,1,3,2,721,,117
2019-02-09T08:00:00+00:00,4.4.0,fest,fest_normal,nawabari,mystery,180,bravo,,sshooter_collabo,7,5,2,6,2,757,,44,maneuver_becchu,5,4,1,3,3,1016,,33,dualsweeper_custom,5,4,1,0,3,947,,32,quadhopper_black,3,2,1,7,0,518,,27,bold,7,6,1,3,4,1184,,61,dualsweeper_custom,8,6,2,3,2,926,,20,bold,3,2,1,5,2,683,,20,nzap85,6,2,4,4,2,677,,19
2019-02-09T08:00:00+00:00,4.4.0,fest,fest_normal,nawabari,mystery,180,bravo,,sshooter_collabo,6,5,1,6,2,743,,44,bold,6,6,0,4,3,1075,,73,nzap89,3,3,0,5,2,1035,,25,quadhopper_white,0,0,0,7,0,491,,28,bucketslosher,9,6,3,3,2,1015,,79,dualsweeper_custom,5,3,2,5,2,942,,112,parashelter,5,2,3,3,1,686,,25,longblaster_custom,14,11,3,3,3,653,,57
2019-02-09T10:00:00+00:00,4.4.0,fest,fest_normal,nawabari,gangaze,180,alpha,,sshooter_collabo,7,6,1,3,1,582,,44,sharp_neo,7,4,3,2,2,895,,62,bold,7,7,0,1,1,739,,22,maneuver_collabo,9,7,2,3,0,691,,42,wakaba,4,4,0,8,2,838,,21,screwslosher,2,2,0,5,1,637,,79,sshooter_collabo,2,2,0,7,0,520,,8,splatroller,0,0,0,5,0,309,,12
2019-02-09T10:00:00+00:00,4.4.0,fest,fest_normal,nawabari,mystery,180,alpha,,sshooter_collabo,4,4,0,3,1,990,,44,promodeler_mg,5,3,2,3,3,1208,,34,bold,6,4,2,3,2,1065,,22,maneuver,4,3,1,5,2,659,,14,splatspinner,5,5,0,4,4,1211,,77,splatroller_collabo,3,3,0,4,3,855,,56,squiclean_b,1,1,0,2,1,476,,34,nzap89,6,5,1,4,2,0,,32
2019-02-09T10:00:00+00:00,4.4.0,fest,fest_normal,nawabari,mozuku,180,alpha,,sshooter_collabo,4,3,1,4,1,724,,44,promodeler_rg,8,7,1,2,4,1233,,34,dualsweeper,7,6,1,3,3,829,,31,dualsweeper_custom,5,2,3,1,2,629,,64,sshooter_becchu,2,2,0,5,4,1009,,31,dualsweeper,4,3,1,2,3,798,,160,sharp_neo,5,5,0,7,0,772,,52,dualsweeper_custom,0,0,0,4,1,671,,66
