# period,game-ver,lobby-mode,lobby,mode,stage,time,win,knockout,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-rank,A1-level,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-rank,A2-level,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-rank,A3-level,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-rank,A4-level,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-rank,B1-level,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-rank,B2-level,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-rank,B3-level,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-rank,B4-level
2018-12-10T12:00:00+00:00,4.3.0,gachi,squad_2,yagura,tachiuo,271,alpha,TRUE,bamboo14mk1,10,8,2,4,5,891,x,140,splatroller,5,4,1,6,1,482,s+,72,sshooter,12,10,2,4,4,951,s+,82,carbon_deco,11,10,1,3,2,700,s+,79,barrelspinner,5,3,2,6,2,831,x,153,sharp_neo,5,3,2,8,1,572,s+,66,maneuver_collabo,7,6,1,11,0,657,s,96,52gal_becchu,6,5,1,7,2,778,s,87
2018-12-10T12:00:00+00:00,4.3.0,gachi,squad_2,yagura,shottsuru,315,alpha,FALSE,bamboo14mk1,12,11,1,9,5,1111,x,140,sshooter_becchu,17,13,4,7,7,1372,x,187,maneuver_collabo,13,10,3,10,3,1019,x,194,splatroller,7,6,1,9,2,788,s+,72,herobrush_replica,16,12,4,9,4,1093,s+,112,sshooter_collabo,12,10,2,14,1,988,x,173,sshooter_collabo,10,7,3,9,4,1248,s+,60,hydra_custom,13,6,7,8,3,818,s+,101
2018-12-10T12:00:00+00:00,4.3.0,gachi,squad_2,yagura,shottsuru,302,bravo,FALSE,bamboo14mk1,19,19,0,5,6,1600,x,140,carbon_deco,6,5,1,10,3,855,s+,72,ochiba,3,2,1,14,0,678,c-,21,longblaster,10,7,3,13,1,937,x,164,heroslosher_replica,14,12,2,7,4,1236,x,247,furo_deco,12,10,2,9,4,1456,x,168,maneuver_becchu,6,4,2,10,3,711,s,80,carbon_deco,22,16,6,8,1,825,s+,99
2018-12-10T12:00:00+00:00,4.3.0,gachi,squad_2,yagura,shottsuru,300,alpha,FALSE,bamboo14mk1,12,10,2,5,7,1368,x,140,carbon_deco,8,5,3,11,2,661,s+,72,kelvin525_becchu,17,10,7,5,5,961,s+,160,quadhopper_black,17,13,4,7,4,1395,x,182,maneuver_collabo,16,13,3,11,2,942,x,172,nzap85,12,7,5,7,6,1229,x,145,sharp,11,7,4,9,4,1067,x,176,nzap85,3,1,2,12,1,967,s+,117
2018-12-10T12:00:00+00:00,4.3.0,gachi,squad_2,yagura,shottsuru,300,alpha,FALSE,splatcharger_becchu,8,8,0,8,2,948,x,141,carbon_deco,8,7,1,8,3,905,s+,72,nzap85,10,6,4,10,3,1053,x,156,maneuver_becchu,15,14,1,7,5,1125,x,226,dynamo,10,7,3,6,4,1169,x,209,splatspinner,9,5,4,10,5,1264,s+,109,hokusai_hue,14,10,4,11,3,860,a+,103,52gal_becchu,13,11,2,9,2,772,s+,76
2018-12-10T12:00:00+00:00,4.3.0,gachi,squad_2,yagura,shottsuru,299,alpha,TRUE,screwslosher_becchu,14,9,5,8,5,1436,x,141,carbon,7,6,1,7,4,938,s+,72,dynamo_tesla,14,11,3,3,7,1341,x,209,ochiba,9,4,5,2,4,1045,s+,76,maneuver_becchu,5,3,2,9,3,1062,x,162,nzap85,6,5,1,9,3,1311,a-,43,nautilus79,10,8,2,6,4,1056,x,189,nzap85,8,4,4,6,5,1271,x,116
2018-12-11T10:00:00+00:00,4.3.0,gachi,standard,area,fujitsubo,150,alpha,TRUE,dualsweeper_custom,6,2,4,3,2,626,x,141,quadhopper_black,9,7,2,6,2,569,x,161,dynamo_tesla,10,8,2,3,3,822,x,169,sshooter_collabo,7,3,4,6,2,496,x,232,octoshooter_replica,5,5,0,4,2,620,x,99,screwslosher_becchu,7,5,2,2,3,864,x,149,sshooter_collabo,6,4,2,7,0,388,x,127,maneuver_collabo,8,4,4,7,0,418,x,85
2018-12-11T10:00:00+00:00,4.3.0,gachi,standard,area,fujitsubo,313,bravo,FALSE,dualsweeper_custom,11,7,4,8,3,1427,x,141,explosher_custom,7,5,2,9,4,1370,x,131,sputtery_hue,12,8,4,11,3,999,x,379,nzap85,11,8,3,6,5,1303,x,151,explosher_custom,11,8,3,7,6,1622,x,153,maneuver_collabo,11,8,3,8,4,1072,x,85,kelvin525_deco,10,9,1,5,5,1115,x,169,maneuver_collabo,12,9,3,8,4,1339,x,207
2018-12-11T10:00:00+00:00,4.3.0,gachi,standard,area,fujitsubo,178,alpha,TRUE,dualsweeper_custom,4,3,1,5,2,739,x,141,wakaba,9,3,6,1,5,1039,x,137,maneuver_collabo,4,4,0,3,1,580,x,85,h3reelgun_d,6,5,1,3,3,891,x,238,explosher_custom,3,2,1,4,3,895,x,50,maneuver_collabo,4,3,1,4,4,725,x,75,kelvin525_deco,3,3,0,3,2,0,x,169,maneuver_collabo,5,4,1,4,2,765,x,207
2018-12-15T04:00:00+00:00,4.3.0,gachi,standard,hoko,mongara,155,bravo,TRUE,kugelschreiber_hue,2,2,0,6,1,446,x,141,heroroller_replica,7,6,1,7,1,405,x,139,kugelschreiber_hue,4,2,2,4,2,670,x,290,maneuver_collabo,2,2,0,6,1,551,x,50,splatscope,10,6,4,1,3,1028,x,236,kugelschreiber_hue,4,3,1,5,0,278,x,82,spygadget_becchu,7,4,3,3,2,673,x,191,sshooter_collabo,11,10,1,3,1,525,x,147
